,Cost ($),Emission (kg CO2)
4,425014.4093751794,4659975.01712733
5,423119.9803945039,4702202.90007733
6,421225.55141382857,4744430.78302733
7,419331.12243315316,4786658.66597733
8,417436.69345247775,4828886.54892733
9,415528.4498746985,4871432.559113424
10,,
0,387550.9061593082,3949152.0736263543
1,385932.8384386275,3985187.738092396
2,384151.24950969877,4024872.288267395
3,382369.66058077,4064556.8384423954
4,380588.0716518412,4104241.388617396
5,378806.48272291257,4143925.9387923954
6,377024.8937939838,4183610.4889673954
7,375243.30486505496,4223295.039142395
8,373461.71593612625,4262979.589317394
9,371668.3528693056,4302944.31070208
10,,
0,422295.70674455137,4348559.611449368
1,420570.1478362876,4387108.556430109
2,418690.2660651315,4428987.485875109
3,416810.3842939756,4470866.415320109
4,414930.5025228195,4512745.344765109
5,413050.62075166346,4554624.274210109
6,411170.73898050754,4596503.20365511
7,409290.8572093515,4638382.133100108
8,407410.97543819546,4680261.062545109
9,405516.3559251707,4722458.888280147
10,,
0,415504.1561860442,4292636.012688384
1,413837.86670374294,4329118.568531493
2,411984.058399814,4369608.179131493
3,410130.250095885,4410097.789731491
4,408276.4417919563,4450587.400331493
5,406422.63348802744,4491077.010931493
6,404568.8251840986,4531566.621531492
7,402715.0168801697,4572056.232131492
8,400861.2085762408,4612545.842731492
9,398991.252830166,4653392.494099671
10,,
0,441491.7874804006,4655668.404029707
1,439765.6430717801,4693439.979417173
2,437846.12457769056,4735257.2494121725
3,435926.606083601,4777074.519407173
4,434007.0875895114,4818891.789402172
5,432087.5690954219,4860709.059397172
6,430168.05060133233,4902526.329392172
7,428248.53210724285,4944343.599387174
8,426329.0136131533,4986160.869382171
9,424381.75479314005,5028479.275248137
10,,
0,424543.63773803395,4398901.05370566
1,422813.5038616515,4437480.878454025
2,420906.15436436964,4479838.008999025
3,418998.80486708775,4522195.139544026
4,417091.4553698059,4564552.270089026
5,415184.10587252403,4606909.400634025
6,413276.75637524226,4649266.531179027
7,411369.40687796037,4691623.661724025
8,409462.0573806786,4733980.792269026
9,407546.00888761686,4776519.189460969
10,,
0,416019.70370392787,4361766.01991541
1,414278.2010452576,4399612.243375081
2,412342.29308375,4441573.28760008
3,410406.3851222424,4483534.331825078
4,408470.477160735,4525495.376050079
5,406534.5691992275,4567456.42027508
6,404598.66123771993,4609417.464500079
7,402662.7532762124,4651378.50872508
8,400726.8453147049,4693339.5529500805
9,398780.64562075754,4735507.144623565
10,,
0,423688.77428554307,4356616.30013948
1,422006.95908020815,4394288.656368894
2,420155.268100285,4435704.622733894
3,418303.5771203618,4477120.589098893
4,416451.88614043867,4518536.5554638915
5,414600.1951605155,4559952.521828893
6,412748.50418059237,4601368.488193893
7,410896.81320066925,4642784.454558893
8,409045.122220746,4684200.420923894
9,407184.4011604581,4725805.396577891
10,,
0,386866.0354613938,3976438.44448724
1,385256.76772500435,4012759.709538938
2,383468.22069370333,4052912.974098938
3,381679.67366240226,4093066.2386589376
4,379891.1266311013,4133219.503218938
5,378102.57959980035,4173372.7677789372
6,376314.0325684993,4213526.032338938
7,374525.4855371983,4253679.296898938
8,372736.93850589724,4293832.561458938
9,370918.7258975819,4334612.545775121
10,,
0,417145.63012526854,4301278.441810334
1,415413.22768654145,4340064.009711045
2,413509.72539204947,4382553.343256045
3,411606.2230975574,4425042.6768010445
4,409702.72080306534,4467532.010346044
5,407799.21850857337,4510021.343891044
6,405895.7162140813,4552510.677436044
7,403992.2139195893,4595000.010981045
8,402088.71162509726,4637489.344526043
9,400159.67567962606,4680476.912341524
10,,
0,406436.9667460898,4162027.7451925315
1,404809.4999134347,4198789.666289468
2,403016.25373596896,4239201.370559469
3,401223.0075585033,4279613.074829469
4,399429.76138103753,4320024.779099468
5,397636.51520357194,4360436.483369468
6,395843.2690261062,4400848.187639469
7,394050.02284864057,4441259.891909469
8,392256.7766711748,4481671.596179469
9,390449.9337601324,4522357.784281759
10,,
0,412376.0537532505,4249478.300004218
1,410753.8722716097,4285878.629417432
2,408950.02822927514,4326195.668382431
3,407146.1841869406,4366512.707347431
4,405342.3401446061,4406829.74631243
5,403538.4961022714,4447146.785277431
6,401734.65205993684,4487463.824242432
7,399930.8080176023,4527780.863207431
8,398126.9639752677,4568097.902172431
9,396309.2011351276,4608703.625840831
10,,
0,438447.18230948923,4545067.755254414
1,436739.6295476488,4583066.783713289
2,434858.01903932344,4624812.053078286
3,432976.4085309983,4666557.322443288
4,431094.79802267294,4708302.591808288
5,429213.1875143476,4750047.861173287
6,427331.5770060224,4791793.1305382885
7,425449.96649769705,4833538.399903287
8,423568.3559893718,4875283.669268287
9,421676.778477413,4917238.132901607
10,,
0,413666.7081829042,4314009.452620056
1,412003.1249922621,4350409.407279935
2,410164.3241005152,4390530.858074933
3,408325.52320876846,4430652.308869934
4,406486.72231702175,4470773.759664933
5,404647.9214252749,4510895.210459934
6,402809.12053352804,4551016.661254933
7,400970.3196417812,4591138.1120499335
8,399131.5187500344,4631259.562844935
9,397274.58507830475,4671782.75768859
10,,
0,410059.32260941295,4296092.768239498
1,408345.596241366,4334067.405886195
2,406468.82104525715,4375552.767876194
3,404592.0458491481,4417038.129866194
4,402715.2706530392,4458523.491856193
5,400838.49545693037,4500008.853846194
6,398961.7202608215,4541494.215836193
7,397084.9450647125,4582979.577826195
8,395208.16986860364,4624464.939816195
9,393313.8086125605,4666346.50463127
10,,
0,444529.03965456254,4633847.738203374
1,442896.2901677523,4669280.162608235
2,441065.3092769761,4708895.539808236
3,439234.3283862002,4748510.917008235
4,437403.347495424,4788126.294208236
5,435572.366604648,4827741.671408235
6,433741.3857138718,4867357.048608237
7,431910.4048230959,4906972.425808235
8,430079.4239323196,4946587.803008236
9,428232.1443165426,4986575.069117085
10,,
0,416431.3762068189,4301177.31641636
1,414724.9325923058,4339392.0348204775
2,412837.47033258196,4381527.689935476
3,410950.0080728582,4423663.3450504765
4,409062.54581313435,4465799.0001654755
5,407175.0835534104,4507934.655280477
6,405287.6212936867,4550070.310395476
7,403400.1590339627,4592205.965510475
8,401512.6967742389,4634341.620625476
9,399608.01332501665,4676864.054557635
10,,
0,405712.0003195087,4177048.0328638405
1,404034.1531574058,4214137.9859037
2,402175.92149960477,4255161.194383699
3,400317.6898418036,4296184.402863699
4,398459.45818400255,4337207.6113436995
5,396601.2265262015,4378230.8198237
6,394742.99486840033,4419254.0283037
7,392884.76321059925,4460277.236783699
8,391026.5315527982,4501300.4452637
9,389152.3966066668,4542699.784597419
10,,
0,389655.7042741453,4030591.0055027804
1,387971.0881938025,4067655.500112802
2,386115.6249027681,4108438.8857078017
3,384260.1616117336,4149222.271302802
4,382404.6983206992,4190005.6568978014
5,380549.2350296649,4230789.042492801
6,378693.77173863037,4271572.428087803
7,376838.30844759603,4312355.813682801
8,374982.84515656147,4353139.199277801
9,373110.2930322432,4394258.5254302425
10,,
0,410319.4577731783,4167890.3809052883
1,408522.1517573079,4208611.304420046
2,406552.3025260596,4253048.353885045
3,404582.4532948115,4297485.403350044
4,402612.6040635633,4341922.452815045
5,400642.7548323152,4386359.502280045
6,398672.905601067,4430796.551745045
7,396703.05636981886,4475233.601210046
8,394733.2071385706,4519670.650675045
9,392745.44612715516,4564499.857876649
10,,
0,424877.2953365278,4324989.4792675655
1,423261.5924000153,4361335.95435365
2,421473.40323512384,4401389.800213649
3,419685.2140702322,4441443.646073651
4,417897.02490534063,4481497.491933649
5,416108.835740449,4521551.337793648
6,414320.64657555753,4561605.183653649
7,412532.4574106661,4601659.02951365
8,410744.26824577444,4641712.87537365
9,408941.10395736696,4682110.263045518
10,,
0,400623.3479023387,4131626.139114831
1,398924.58706359967,4169637.3860185435
2,397031.3767173419,4211824.832808542
3,395138.1663710841,4254012.279598543
4,393244.95602482633,4296199.726388543
5,391351.7456785685,4338387.173178543
6,389458.53533231077,4380574.619968543
7,387565.32498605293,4422762.066758542
8,385672.1146397952,4464949.513548544
9,383767.4249804084,4507381.924209796
10,,
0,408711.5396114754,4220541.016162113
1,406977.20232536574,4259074.54138732
2,405066.2951751281,4301399.11977232
3,403155.38802489016,4343723.698157321
4,401244.48087465245,4386048.27654232
5,399333.57372441463,4428372.854927321
6,397422.66657417704,4470697.433312321
7,395511.7594239393,4513022.011697321
8,393600.8522737015,4555346.590082321
9,391671.3667677078,4598091.759897594
10,,
0,421758.0823940251,4353076.687643436
1,420036.4278574146,4390908.8007838065
2,418140.50392265175,4432515.142753806
3,416244.57998788904,4474121.484723805
4,414348.65605312615,4515727.826693806
5,412452.73211836343,4557334.168663806
6,410556.8081836007,4598940.510633806
7,408660.8842488379,4640546.852603806
8,406764.9603140752,4682153.194573806
9,404849.4289676473,4724218.761913424
10,,
0,395800.8326016649,4070537.052321167
1,394150.7274764534,4107357.0015496095
2,392330.832167011,4147846.3639496095
3,390510.93685756857,4188335.72634961
4,388691.04154812626,4228825.088749609
5,386871.14623868396,4269314.45114961
6,385051.2509292416,4309803.813549609
7,383231.3556197991,4350293.175949609
8,381411.46031035675,4390782.53834961
9,379580.360466746,4431546.54455312
10,,
0,441832.62460914074,4590298.808543296
1,440165.93632218137,4628508.344665309
2,438334.81233175745,4670346.262345309
3,436503.68834133336,4712184.180025308
4,434672.5643509093,4754022.097705308
5,432841.4403604853,4795860.015385309
6,431010.3163700611,4837697.933065309
7,429179.192379637,4879535.85074531
8,427348.06838921295,4921373.76842531
9,425501.5779687503,4963557.247890646
10,,
0,426728.0653483428,4400712.438091924
1,425077.18591148866,4436990.547401591
2,423255.02843722823,4476916.811526592
3,421432.8709629677,4516843.075651591
4,419610.7134887072,4556769.339776591
5,417788.5560144469,4596695.603901591
6,415966.3985401864,4636621.868026591
7,414144.2410659259,4676548.132151592
8,412322.0835916654,4716474.396276592
9,410488.15834989044,4756678.510423084
10,,
0,410523.7052617951,4217248.818381185
1,408902.6243665474,4253201.917293087
2,407110.860381987,4292913.318328087
3,405319.0963974267,4332624.719363087
4,403527.3324128664,4372336.120398086
5,401735.5684283061,4412047.521433087
6,399943.80444374576,4451758.922468088
7,398152.0404591854,4491470.323503086
8,396360.27647462505,4531181.724538088
9,394560.41291254386,4571082.934524663
10,,
0,418730.0501654437,4265528.344488387
1,417007.77625334775,4303891.395570217
2,415104.5842733198,4346198.639010217
3,413201.392293292,4388505.882450217
4,411298.2003132643,4430813.125890218
5,409395.0083332365,4473120.369330217
6,407491.8163532086,4515427.6127702175
7,405588.62437318073,4557734.856210218
8,403685.43239315285,4600042.099650217
9,401768.86607113597,4642628.421432525
10,,
0,402903.88795298705,4068317.013531182
1,401129.1444489914,4108648.2415545452
2,399179.95231380133,4152872.824519546
3,397230.7601786111,4197097.407484545
4,395281.56804342096,4241321.990449545
5,393332.37590823066,4285546.5734145455
6,391383.1837730406,4329771.156379546
7,389433.99163785053,4373995.739344545
8,387484.79950266035,4418220.322309545
9,385523.05855335685,4462751.729366984
10,,
0,445116.9962230112,4589642.078150552
1,443399.13195405505,4627271.093706686
2,441495.2021968028,4668875.313931686
3,439591.2724395506,4710479.534156686
4,437687.3426822984,4752083.754381686
5,435783.4129250463,4793687.974606685
6,433879.483167794,4835292.194831686
7,431975.55341054173,4876896.415056685
8,430071.62365328963,4918500.635281684
9,428148.5381957141,4960472.309680062
10,,
0,412266.27115909173,4230912.166119761
1,410588.8071754111,4268837.595298261
2,408734.71103752736,4310640.564228261
3,406880.6148996435,4352443.533158261
4,405026.5187617597,4394246.502088261
5,403172.4226238759,4436049.47101826
6,401318.32648599223,4477852.439948261
7,399464.23034810834,4519655.40887826
8,397610.13421022455,4561458.377808261
9,395736.7721563102,4603685.970338929
0,383645.8088059683,3964453.471639268
1,382038.7247693653,4000309.3905600416
2,380257.67165594007,4039944.7325300416
3,378476.618542515,4079580.0745000415
4,376695.5654290897,4119215.416470042
5,374914.51231566456,4158850.7584400424
6,373133.45920223935,4198486.100410041
7,371352.40608881426,4238121.442380043
8,369571.35297538905,4277756.784350041
9,367772.9490218596,4317756.297776193
10,,
0,432428.37828558846,4456337.450468953
1,430734.76612714096,4494025.496320548
2,428863.67699222453,4535548.220075547
3,426992.58785730816,4577070.943830548
4,425121.4987223917,4618593.667585547
5,423250.4095874754,4660116.391340548
6,421379.32045255904,4701639.1150955465
7,419508.2313176426,4743161.838850548
8,417637.1421827262,4784684.562605548
9,415746.0121915837,4826648.519005376
10,,
0,443963.73330725497,4512459.884557666
1,442188.85029821325,4552250.940329873
2,440245.95533708436,4595713.764279873
3,438303.0603759555,4639176.588229872
4,436360.1654148268,4682639.412179872
5,434417.27045369806,4726102.236129873
6,432474.37549256935,4769565.060079873
7,430531.4805314406,4813027.884029873
8,428588.58557031176,4856490.707979873
9,426626.46515533887,4900367.561237515
10,,
0,423761.3281493646,4390316.845198145
1,422005.51768551866,4429333.270476545
2,420096.8099661179,4471758.160716545
3,418188.1022467172,4514183.0509565445
4,416279.39452731656,4556607.941196546
5,414370.6868079158,4599032.831436546
6,412461.9790885152,4641457.721676544
7,410553.2713691145,4683882.611916545
8,408644.56364971376,4726307.5021565445
9,406724.3029367457,4768982.894681654
10,,
0,426626.9551677765,4437932.967777905
1,424995.34067731403,4473799.614620965
2,423201.46371085045,4513210.729425966
3,421407.58674438694,4552621.844230966
4,419613.70977792324,4592032.959035965
5,417819.8328114597,4631444.0738409655
6,416025.9558449961,4670855.188645964
7,414232.0788785325,4710266.303450966
8,412438.201912069,4749677.418255966
9,410638.5506979468,4789215.429022455
10,,
0,394263.03027307696,4161822.3137467224
1,392712.1914630128,4195477.98071953
2,391005.10607336153,4232469.6327995295
3,389298.0206837103,4269461.284879531
